,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Year,From,To,Price,Price (m)
150,3063,357,Bruma,POR,MF,RB Leipzig,Bundesliga,23,1994,14,6,553,6.1,1,1,1,0,1,1,0,0.16,0.16,0.33,0.16,0.33,1.3,0.5,1.2,1.8,0.21,0.2,0.41,0.09,0.29,2018,RB Leipzig,PSV Eindhoven,13.5,13.5
151,3102,396,Fernando Calero,ESP,DF,Valladolid,La Liga,22,1995,36,35,"3,130",34.8,1,0,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,0.6,0.6,0.2,0.8,0.02,0.01,0.02,0.02,0.02,2018,Real Valladolid,Espanyol,7.2,7.2
152,3103,396,Fernando Calero,ESP,DF,Valladolid,La Liga,22,1995,36,35,"3,130",34.8,1,0,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,0.6,0.6,0.2,0.8,0.02,0.01,0.02,0.02,0.02,2018,Real Valladolid,Espanyol,7.2,7.2
153,3113,406,Rafael Camacho,POR,DF,Liverpool,Premier League,18,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Liverpool,Sporting CP,5.5,5.5
154,3114,406,Rafael Camacho,POR,DF,Liverpool,Premier League,18,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Liverpool,Sporting CP,5.5,5.5
155,3135,427,Marc Cardona,ESP,FW,Eibar,La Liga,23,1995,17,6,604,6.7,3,1,3,0,0,1,0,0.45,0.15,0.6,0.45,0.6,2.8,2.8,0.6,3.4,0.41,0.1,0.51,0.41,0.51,2018,FC Barcelona,Osasuna,2.25,2.25
156,3136,427,Marc Cardona,ESP,FW,Eibar,La Liga,23,1995,17,6,604,6.7,3,1,3,0,0,1,0,0.45,0.15,0.6,0.45,0.6,2.8,2.8,0.6,3.4,0.41,0.1,0.51,0.41,0.51,2018,FC Barcelona,Osasuna,2.25,2.25
157,3137,428,Diego Carlos,BRA,DF,Nantes,Ligue 1,25,1993,35,35,"3,148",35.0,2,0,2,0,0,8,0,0.06,0.0,0.06,0.06,0.06,2.0,2.0,0.2,2.1,0.06,0.01,0.06,0.06,0.06,2018,Nantes,Sevilla,15,15.0
158,3138,428,Diego Carlos,BRA,DF,Nantes,Ligue 1,25,1993,35,35,"3,148",35.0,2,0,2,0,0,8,0,0.06,0.0,0.06,0.06,0.06,2.0,2.0,0.2,2.1,0.06,0.01,0.06,0.06,0.06,2018,Nantes,Sevilla,15,15.0
159,3184,474,Denis Cheryshev,RUS,MF,Valencia,La Liga,27,1990,27,19,"1,706",19.0,2,2,2,0,0,2,0,0.11,0.11,0.21,0.11,0.21,3.2,3.2,6.8,10.0,0.17,0.36,0.53,0.17,0.53,2018,Villarreal,Valencia,6,6.0
160,3185,474,Denis Cheryshev,RUS,MF,Valencia,La Liga,27,1990,27,19,"1,706",19.0,2,2,2,0,0,2,0,0.11,0.11,0.21,0.11,0.21,3.2,3.2,6.8,10.0,0.17,0.36,0.53,0.17,0.53,2018,Villarreal,Valencia,6,6.0
161,3201,490,Jasper Cillessen,NED,GK,Barcelona,La Liga,29,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,FC Barcelona,Valencia,35,35.0
162,3202,490,Jasper Cillessen,NED,GK,Barcelona,La Liga,29,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,FC Barcelona,Valencia,35,35.0
163,3265,553,Marc Cucurella,ESP,MF,Eibar,La Liga,20,1998,31,26,"2,354",26.2,1,2,1,0,0,6,0,0.04,0.08,0.11,0.04,0.11,1.8,1.8,3.4,5.2,0.07,0.13,0.2,0.07,0.2,2018,Eibar,Barcelona,4,4.0
164,3266,553,Marc Cucurella,ESP,MF,Eibar,La Liga,20,1998,31,26,"2,354",26.2,1,2,1,0,0,6,0,0.04,0.08,0.11,0.04,0.11,1.8,1.8,3.4,5.2,0.07,0.13,0.2,0.07,0.2,2018,FC Barcelona,Eibar,1.80,1.8
165,3267,553,Marc Cucurella,ESP,MF,Eibar,La Liga,20,1998,31,26,"2,354",26.2,1,2,1,0,0,6,0,0.04,0.08,0.11,0.04,0.11,1.8,1.8,3.4,5.2,0.07,0.13,0.2,0.07,0.2,2018,Eibar,Barcelona,4,4.0
166,3268,553,Marc Cucurella,ESP,MF,Eibar,La Liga,20,1998,31,26,"2,354",26.2,1,2,1,0,0,6,0,0.04,0.08,0.11,0.04,0.11,1.8,1.8,3.4,5.2,0.07,0.13,0.2,0.07,0.2,2018,FC Barcelona,Eibar,1.80,1.8
167,3273,558,Patrick Cutrone,ITA,FW,Milan,Serie A,20,1998,34,12,"1,457",16.2,3,2,3,0,0,2,0,0.19,0.12,0.31,0.19,0.31,4.1,4.1,2.4,6.5,0.25,0.15,0.4,0.25,0.4,2018,AC Milan,Wolves,17,17.0
168,3274,558,Patrick Cutrone,ITA,FW,Milan,Serie A,20,1998,34,12,"1,457",16.2,3,2,3,0,0,2,0,0.19,0.12,0.31,0.19,0.31,4.1,4.1,2.4,6.5,0.25,0.15,0.4,0.25,0.4,2018,AC Milan,Wolves,17,17.0
169,3325,609,Andy Delort,ALG,FW,Montpellier,Ligue 1,26,1991,36,36,"3,115",34.6,14,7,11,3,3,4,0,0.4,0.2,0.61,0.32,0.52,13.7,11.4,5.9,17.3,0.4,0.17,0.57,0.33,0.5,2018,Toulouse,Montpellier,5,5.0
170,3326,609,Andy Delort,ALG,FW,Montpellier,Ligue 1,26,1991,36,36,"3,115",34.6,14,7,11,3,3,4,0,0.4,0.2,0.61,0.32,0.52,13.7,11.4,5.9,17.3,0.4,0.17,0.57,0.33,0.5,2018,Toulouse,Montpellier,5,5.0
171,3327,610,Fabian Delph,ENG,DF,Manchester City,Premier League,28,1989,11,8,725,8.1,0,1,0,0,0,1,1,0.0,0.12,0.12,0.0,0.12,0.1,0.1,0.4,0.5,0.01,0.05,0.07,0.01,0.07,2018,Manchester City,Everton,9.5,9.5
172,3328,610,Fabian Delph,ENG,DF,Manchester City,Premier League,28,1989,11,8,725,8.1,0,1,0,0,0,1,1,0.0,0.12,0.12,0.0,0.12,0.1,0.1,0.4,0.5,0.01,0.05,0.07,0.01,0.07,2018,Manchester City,Everton,9.5,9.5
173,3334,616,Kerem Demirbay,GER,MF,Hoffenheim,Bundesliga,25,1993,26,24,"2,017",22.4,4,9,4,0,0,6,0,0.18,0.4,0.58,0.18,0.58,4.0,4.0,8.5,12.5,0.18,0.38,0.56,0.18,0.56,2018,Hoffenheim,Bayer Leverkusen,29,29.0
174,3335,616,Kerem Demirbay,GER,MF,Hoffenheim,Bundesliga,25,1993,26,24,"2,017",22.4,4,9,4,0,0,6,0,0.18,0.4,0.58,0.18,0.58,4.0,4.0,8.5,12.5,0.18,0.38,0.56,0.18,0.56,2018,Hoffenheim,Bayer Leverkusen,29,29.0
175,3356,637,Moussa Diaby,FRA,MF,Paris S-G,Ligue 1,19,1999,25,10,"1,141",12.7,2,6,2,0,0,1,0,0.16,0.47,0.63,0.16,0.63,2.3,2.3,4.2,6.6,0.18,0.34,0.52,0.18,0.52,2018,PSG,Bayer Leverkusen,13.5,13.5
176,3357,637,Moussa Diaby,FRA,MF,Paris S-G,Ligue 1,19,1999,25,10,"1,141",12.7,2,6,2,0,0,1,0,0.16,0.47,0.63,0.16,0.63,2.3,2.3,4.2,6.6,0.18,0.34,0.52,0.18,0.52,2018,PSG,Bayer Leverkusen,13.5,13.5
177,3361,641,Abdou Diallo,SEN,DF,Dortmund,Bundesliga,22,1996,28,27,"2,379",26.4,1,1,1,0,0,1,1,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.7,1.5,0.03,0.03,0.06,0.03,0.06,2018,Borussia Dortmund,PSG,31,31.0
178,3362,641,Abdou Diallo,SEN,DF,Dortmund,Bundesliga,22,1996,28,27,"2,379",26.4,1,1,1,0,0,1,1,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.7,1.5,0.03,0.03,0.06,0.03,0.06,2018,Borussia Dortmund,PSG,31,31.0
179,3464,743,Breel Embolo,SUI,FW,Schalke 04,Bundesliga,21,1997,20,15,"1,345",14.9,5,1,5,0,0,4,0,0.33,0.07,0.4,0.33,0.4,3.6,3.6,2.4,6.1,0.24,0.16,0.41,0.24,0.41,2018,Schalke 04,Monchengladbach,9,9.0
180,3465,743,Breel Embolo,SUI,FW,Schalke 04,Bundesliga,21,1997,20,15,"1,345",14.9,5,1,5,0,0,4,0,0.33,0.07,0.4,0.33,0.4,3.6,3.6,2.4,6.1,0.24,0.16,0.41,0.24,0.41,2018,Schalke 04,Monchengladbach,9,9.0
181,3466,744,Emerson,BRA,DF,Betis,La Liga,19,1999,6,4,317,3.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.05,0.1,0.15,0.05,0.15,2018,Atletico MG,FC Barcelona,10.8,10.8
182,3467,744,Emerson,BRA,DF,Betis,La Liga,19,1999,6,4,317,3.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.05,0.1,0.15,0.05,0.15,2018,Atletico MG,FC Barcelona,10.8,10.8
183,3508,785,Nabil Fekir,FRA,MF,Lyon,Ligue 1,25,1993,29,24,"1,988",22.1,9,7,5,4,6,5,0,0.41,0.32,0.72,0.23,0.54,10.5,6.0,5.6,11.6,0.48,0.25,0.73,0.27,0.52,2018,Lyon,Real Betis,19.7,19.7
184,3509,785,Nabil Fekir,FRA,MF,Lyon,Ligue 1,25,1993,29,24,"1,988",22.1,9,7,5,4,6,5,0,0.41,0.32,0.72,0.23,0.54,10.5,6.0,5.6,11.6,0.48,0.25,0.73,0.27,0.52,2018,Lyon,Real Betis,19.7,19.7
185,3511,787,Felipe,BRA,DF,Hannover 96,Bundesliga,31,1987,17,14,"1,095",12.2,2,0,2,0,0,5,1,0.16,0.0,0.16,0.16,0.16,0.8,0.8,0.0,0.8,0.06,0.0,0.06,0.06,0.06,2018,FC Porto,Atletico Madrid,18,18.0
186,3512,787,Felipe,BRA,DF,Hannover 96,Bundesliga,31,1987,17,14,"1,095",12.2,2,0,2,0,0,5,1,0.16,0.0,0.16,0.16,0.16,0.8,0.8,0.0,0.8,0.06,0.0,0.06,0.06,0.06,2018,FC Porto,Atletico Madrid,18,18.0
187,3529,804,Jordan Ferri,FRA,MF,Lyon,Ligue 1,26,1992,4,1,116,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Lyon,Montpellier,2,2.0
188,3530,804,Jordan Ferri,FRA,MF,Lyon,Ligue 1,26,1992,4,1,116,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Lyon,Montpellier,2,2.0
189,3531,805,Jordan Ferri,FRA,MF,Nîmes,Ligue 1,26,1992,24,21,"1,874",20.8,2,1,2,0,0,5,0,0.1,0.05,0.14,0.1,0.14,1.1,1.1,2.2,3.3,0.05,0.11,0.16,0.05,0.16,2018,Lyon,Montpellier,2,2.0
190,3532,805,Jordan Ferri,FRA,MF,Nîmes,Ligue 1,26,1992,24,21,"1,874",20.8,2,1,2,0,0,5,0,0.1,0.05,0.14,0.1,0.14,1.1,1.1,2.2,3.3,0.05,0.11,0.16,0.05,0.16,2018,Lyon,Montpellier,2,2.0
191,3536,809,Junior Firpo,ESP,DF,Betis,La Liga,21,1996,24,22,"1,937",21.5,3,4,3,0,0,7,0,0.14,0.19,0.33,0.14,0.33,2.0,2.0,2.1,4.2,0.09,0.1,0.19,0.09,0.19,2018,Real Betis,FC Barcelona,18,18.0
192,3537,809,Junior Firpo,ESP,DF,Betis,La Liga,21,1996,24,22,"1,937",21.5,3,4,3,0,0,7,0,0.14,0.19,0.33,0.14,0.33,2.0,2.0,2.1,4.2,0.09,0.1,0.19,0.09,0.19,2018,Real Betis,FC Barcelona,18,18.0
193,3552,824,Pablo Fornals,ESP,MF,Villarreal,La Liga,22,1996,35,28,"2,479",27.5,2,3,2,0,0,4,0,0.07,0.11,0.18,0.07,0.18,4.3,4.3,4.8,9.1,0.16,0.18,0.33,0.16,0.33,2018,Villarreal,West Ham United,28,28.0
194,3553,824,Pablo Fornals,ESP,MF,Villarreal,La Liga,22,1996,35,28,"2,479",27.5,2,3,2,0,0,4,0,0.07,0.11,0.18,0.07,0.18,4.3,4.3,4.8,9.1,0.16,0.18,0.33,0.16,0.33,2018,Villarreal,West Ham United,28,28.0
195,3576,847,Niclas Füllkrug,GER,FW,Hannover 96,Bundesliga,25,1993,14,13,"1,112",12.4,2,1,1,1,1,1,0,0.16,0.08,0.24,0.08,0.16,3.7,2.9,1.0,3.9,0.3,0.08,0.38,0.24,0.32,2018,Hannover 96,Werder Bremen,5.85,5.85
196,3577,847,Niclas Füllkrug,GER,FW,Hannover 96,Bundesliga,25,1993,14,13,"1,112",12.4,2,1,1,1,1,1,0,0.16,0.08,0.24,0.08,0.16,3.7,2.9,1.0,3.9,0.3,0.08,0.38,0.24,0.32,2018,Hannover 96,Werder Bremen,5.85,5.85
197,3589,859,Enric Gallego,ESP,FW,Huesca,La Liga,31,1986,19,17,"1,539",17.1,5,1,5,0,0,4,0,0.29,0.06,0.35,0.29,0.35,3.6,3.6,1.7,5.3,0.21,0.1,0.31,0.21,0.31,2018,Huesca,Getafe,6,6.0
198,3590,859,Enric Gallego,ESP,FW,Huesca,La Liga,31,1986,19,17,"1,539",17.1,5,1,5,0,0,4,0,0.29,0.06,0.35,0.29,0.35,3.6,3.6,1.7,5.3,0.21,0.1,0.31,0.21,0.31,2018,Huesca,Getafe,6,6.0
199,3615,884,Jean-Philippe Gbamin,CIV,MF,Mainz 05,Bundesliga,22,1995,31,30,"2,672",29.7,2,1,2,0,0,3,0,0.07,0.03,0.1,0.07,0.1,1.4,1.4,1.8,3.2,0.05,0.06,0.11,0.05,0.11,2018,Mainz 05,Everton,22.5,22.5
200,3616,884,Jean-Philippe Gbamin,CIV,MF,Mainz 05,Bundesliga,22,1995,31,30,"2,672",29.7,2,1,2,0,0,3,0,0.07,0.03,0.1,0.07,0.1,1.4,1.4,1.8,3.2,0.05,0.06,0.11,0.05,0.11,2018,Mainz 05,Everton,22.5,22.5
201,3698,966,Antoine Griezmann,FRA,FW,Atlético Madrid,La Liga,27,1991,37,37,"3,198",35.5,15,8,12,3,3,5,0,0.42,0.23,0.65,0.34,0.56,13.7,11.4,6.8,18.2,0.39,0.19,0.58,0.32,0.51,2018,Atletico Madrid,Barcelona,120,120.0
202,3699,966,Antoine Griezmann,FRA,FW,Atlético Madrid,La Liga,27,1991,37,37,"3,198",35.5,15,8,12,3,3,5,0,0.42,0.23,0.65,0.34,0.56,13.7,11.4,6.8,18.2,0.39,0.19,0.58,0.32,0.51,2018,Atletico Madrid,Barcelona,120,120.0
203,3770,1037,Eden Hazard,BEL,FW,Chelsea,Premier League,27,1991,37,32,"2,923",32.5,16,15,12,4,4,2,0,0.49,0.46,0.95,0.37,0.83,11.7,8.7,9.9,18.6,0.36,0.3,0.67,0.27,0.57,2018,Chelsea,Real Madrid,100,100.0
204,3771,1037,Eden Hazard,BEL,FW,Chelsea,Premier League,27,1991,37,32,"2,923",32.5,16,15,12,4,4,2,0,0.49,0.46,0.95,0.37,0.83,11.7,8.7,9.9,18.6,0.36,0.3,0.67,0.27,0.57,2018,Chelsea,Real Madrid,100,100.0
205,3772,1038,Thorgan Hazard,BEL,FW,M'Gladbach,Bundesliga,25,1993,33,33,"2,873",31.9,10,11,7,3,5,1,0,0.31,0.34,0.66,0.22,0.56,11.3,7.5,8.9,16.4,0.35,0.28,0.63,0.23,0.51,2018,Monchengladbach,Bor. Dortmund,22.5,22.5
206,3773,1038,Thorgan Hazard,BEL,FW,M'Gladbach,Bundesliga,25,1993,33,33,"2,873",31.9,10,11,7,3,5,1,0,0.31,0.34,0.66,0.22,0.56,11.3,7.5,8.9,16.4,0.35,0.28,0.63,0.23,0.51,2018,Monchengladbach,Bor. Dortmund,22.5,22.5
207,3775,1040,Tom Heaton,ENG,GK,Burnley,Premier League,32,1986,19,19,"1,710",19.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2018,Burnley,Aston Villa,8.5,8.5
208,3776,1040,Tom Heaton,ENG,GK,Burnley,Premier League,32,1986,19,19,"1,710",19.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2018,Burnley,Aston Villa,8.5,8.5
209,3788,1052,Mario Hermoso,ESP,DF,Espanyol,La Liga,23,1995,32,31,"2,806",31.2,3,0,3,0,0,7,0,0.1,0.0,0.1,0.1,0.1,1.8,1.8,0.1,1.9,0.06,0.0,0.06,0.06,0.06,2018,Espanyol,Atletico Madrid,25,25.0
210,3789,1052,Mario Hermoso,ESP,DF,Espanyol,La Liga,23,1995,32,31,"2,806",31.2,3,0,3,0,0,7,0,0.1,0.0,0.1,0.1,0.1,1.8,1.8,0.1,1.9,0.06,0.0,0.06,0.06,0.06,2018,Espanyol,Atletico Madrid,25,25.0
211,3803,1066,Oscar Hiljemark,SWE,MF,Genoa,Serie A,26,1992,17,15,"1,196",13.3,1,0,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,1.2,1.2,0.7,1.9,0.09,0.05,0.14,0.09,0.14,2018,Genoa,Dinamo Moscow,"500,000",0.5
212,3804,1066,Oscar Hiljemark,SWE,MF,Genoa,Serie A,26,1992,17,15,"1,196",13.3,1,0,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,1.2,1.2,0.7,1.9,0.09,0.05,0.14,0.09,0.14,2018,Genoa,Dinamo Moscow,"500,000",0.5
213,3806,1068,Martin Hinteregger,AUT,DF,Eint Frankfurt,Bundesliga,25,1992,14,14,"1,142",12.7,1,0,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,0.9,0.9,0.1,1.0,0.08,0.01,0.09,0.08,0.09,2018,Augsburg,Eintracht Frankfurt,12,12.0
214,3807,1068,Martin Hinteregger,AUT,DF,Eint Frankfurt,Bundesliga,25,1992,14,14,"1,142",12.7,1,0,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,0.9,0.9,0.1,1.0,0.08,0.01,0.09,0.08,0.09,2018,Augsburg,Eintracht Frankfurt,12,12.0
215,3808,1069,Martin Hinteregger,AUT,DF,Augsburg,Bundesliga,25,1992,18,18,"1,575",17.5,2,0,2,0,0,0,0,0.11,0.0,0.11,0.11,0.11,1.2,1.2,0.4,1.6,0.07,0.02,0.09,0.07,0.09,2018,Augsburg,Eintracht Frankfurt,12,12.0
216,3809,1069,Martin Hinteregger,AUT,DF,Augsburg,Bundesliga,25,1992,18,18,"1,575",17.5,2,0,2,0,0,0,0,0.11,0.0,0.11,0.11,0.11,1.2,1.2,0.4,1.6,0.07,0.02,0.09,0.07,0.09,2018,Augsburg,Eintracht Frankfurt,12,12.0
217,3850,1110,Borja Iglesias,ESP,FW,Espanyol,La Liga,25,1993,37,35,"3,075",34.2,17,3,14,3,3,5,0,0.5,0.09,0.59,0.41,0.5,16.6,14.3,3.5,17.8,0.49,0.1,0.59,0.42,0.52,2018,Espanyol,Real Betis,25.2,25.2
218,3851,1110,Borja Iglesias,ESP,FW,Espanyol,La Liga,25,1993,37,35,"3,075",34.2,17,3,14,3,3,5,0,0.5,0.09,0.59,0.41,0.5,16.6,14.3,3.5,17.8,0.49,0.1,0.59,0.42,0.52,2018,Espanyol,Real Betis,25.2,25.2
219,3864,1123,Danny Ings,ENG,FW,Southampton,Premier League,26,1992,24,23,"1,651",18.3,7,3,4,3,3,1,0,0.38,0.16,0.55,0.22,0.38,9.5,7.2,2.8,10.0,0.52,0.15,0.67,0.39,0.54,2018,Liverpool,Southampton,20,20.0
220,3865,1123,Danny Ings,ENG,FW,Southampton,Premier League,26,1992,24,23,"1,651",18.3,7,3,4,3,3,1,0,0.38,0.16,0.55,0.22,0.38,9.5,7.2,2.8,10.0,0.52,0.15,0.67,0.39,0.54,2018,Liverpool,Southampton,20,20.0
221,3869,1127,Takashi Inui,JPN,FW,Betis,La Liga,30,1988,8,5,377,4.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,1.5,0.32,0.04,0.36,0.32,0.36,2018,Real Betis,Eibar,2,2.0
222,3870,1127,Takashi Inui,JPN,FW,Betis,La Liga,30,1988,8,5,377,4.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,1.5,0.32,0.04,0.36,0.32,0.36,2018,Real Betis,Eibar,2,2.0
223,3871,1128,Takashi Inui,JPN,MF,Alavés,La Liga,30,1988,12,10,828,9.2,2,0,2,0,0,0,0,0.22,0.0,0.22,0.22,0.22,1.6,1.6,0.4,2.0,0.17,0.04,0.21,0.17,0.21,2018,Real Betis,Eibar,2,2.0
224,3872,1128,Takashi Inui,JPN,MF,Alavés,La Liga,30,1988,12,10,828,9.2,2,0,2,0,0,0,0,0.22,0.0,0.22,0.22,0.22,1.6,1.6,0.4,2.0,0.17,0.04,0.21,0.17,0.21,2018,Real Betis,Eibar,2,2.0
